Unidad,Sitio,Año,S,N,J,H,L
3975,San Diego,2016,17,95,0.731511407,2.072527881,0.78924972
3976,San Diego,2016,15,44,0.8311805,2.250878521,0.858350951
3977,San Diego,2016,11,160,0.908082143,2.177485878,0.873820755
3978,San Diego,2016,19,375,0.594903869,1.75165814,0.748620321
3979,San Diego,2016,15,172,0.72764301,1.970493799,0.819189446
3980,San Diego,2016,20,82,0.865276069,2.592135446,0.913580247
3981,San Diego,2016,19,269,0.508348745,1.49680186,0.574072019
3982,San Diego,2016,19,194,0.710084393,2.090800167,0.827413066
3983,San Diego,2016,19,306,0.536903481,1.580879538,0.600085717
3984,San Evaristo,2016,20,121,0.828155575,2.480932383,0.888429752
3985,San Evaristo,2016,15,119,0.628061313,1.700821565,0.680957129
3986,San Evaristo,2016,10,124,0.49360303,1.136562979,0.46551272
3987,San Evaristo,2016,16,239,0.654865877,1.815673744,0.743539257
3988,San Evaristo,2016,15,90,0.736496205,1.994468696,0.801248439
3989,San Evaristo,2016,17,104,0.774416494,2.194087144,0.855302465
3990,San Evaristo,2016,15,127,0.674824895,1.827459693,0.69703787
3991,San Evaristo,2016,15,140,0.803010367,2.174592387,0.851593011
3992,San Evaristo,2016,10,97,0.83660157,1.926346303,0.79467354
3993,San Evaristo,2016,16,355,0.357405416,0.990938226,0.372308427
3994,San Francisquito,2016,8,94,0.586530781,1.219656472,0.604667124
3995,San Francisquito,2016,18,260,0.601787081,1.739388385,0.73029403
3996,San Francisquito,2016,13,111,0.774960663,1.987734854,0.822276822
3997,San Francisquito,2016,8,45,0.704598797,1.465172009,0.665656566
3998,Playa Luces,2016,18,464,0.542324524,1.567519488,0.621629925
3999,Playa Luces,2016,22,167,0.852576599,2.635350464,0.91595123
4000,Playa Luces,2016,21,578,0.608597287,1.852888097,0.736808333
4001,Playa Luces,2016,11,173,0.452044631,1.083955684,0.450127705
4002,Playa Luces,2016,10,192,0.293366061,0.67550032,0.273832897
4003,Los Balcones,2016,17,179,0.535315096,1.516661874,0.610758898
4004,Los Balcones,2016,13,101,0.59855226,1.535256235,0.688316832
4005,Los Balcones,2016,10,67,0.476123885,1.09631576,0.440976934
4006,Los Balcones,2016,12,62,0.847939359,2.107050152,0.858276044
4007,Los Balcones,2016,19,171,0.807973589,2.37902893,0.882834537
4008,Los Balcones,2016,19,313,0.519298879,1.529043862,0.579032522
4009,Los Balcones,2016,10,35,0.806778718,1.85767665,0.791596639
4010,Los Balcones,2016,10,166,0.630973117,1.452869294,0.623074115
4011,Los Balcones,2016,16,123,0.691718353,1.917850503,0.791283487
4012,Los Balcones,2016,9,96,0.860733827,1.89122552,0.821710526
4013,Los Balcones,2016,15,83,0.742741901,2.011382354,0.797237731
4014,Los Balcones,2016,10,36,0.84391962,1.943196737,0.838095238
4015,Los Balcones,2016,4,17,0.867260832,1.202278802,0.705882353
4016,Los Balcones,2016,13,78,0.876975677,2.2493982,0.880785881
4017,Los Balcones,2016,13,69,0.791980059,2.031388743,0.830775789
4018,Los Balcones,2016,21,329,0.832671805,2.535087992,0.89980725
4019,Los Balcones,2016,13,132,0.800094036,2.052200685,0.843164469
4020,Los Balcones,2016,9,102,0.370540181,0.814159993,0.333721607
4021,Los Balcones,2016,9,32,0.8272076,1.817560868,0.826612903
4022,Los Balcones,2016,14,79,0.745725732,1.968012958,0.782213567
4023,Playa Jaramillo,2016,13,125,0.794823295,2.0386815,0.82116129
4024,Playa Jaramillo,2016,20,81,0.878024949,2.630327676,0.916975309
4025,Playa Jaramillo,2016,14,62,0.785674689,2.073440546,0.833950291
4026,Playa Jaramillo,2016,20,115,0.844156516,2.52886692,0.890617849
4027,Playa Jaramillo,2016,16,42,0.890128778,2.467961013,0.916376307
4028,Playa Jaramillo,2016,15,64,0.793557239,2.14899284,0.848710317
4029,Playa Jaramillo,2016,16,132,0.695456463,1.928214745,0.753874624
4030,Playa Jaramillo,2016,6,14,0.85766114,1.536722469,0.791208791
4031,Playa Jaramillo,2016,4,39,0.588019308,0.815167852,0.487179487
4032,Playa Jaramillo,2016,12,79,0.573851516,1.425967448,0.585199611
4033,San Cosme,2017,17,255,0.646155628,1.830696747,0.708939324
4034,San Cosme,2017,23,178,0.788024362,2.47084583,0.874055735
4035,San Cosme,2017,12,42,0.829441312,2.061084231,0.843205575
4036,San Cosme,2017,11,65,0.731975661,1.755200976,0.764423077
4037,San Cosme,2017,13,69,0.824060602,2.113673712,0.861040068
4038,Barra Cosme,2017,13,56,0.935398568,2.399249956,0.914285714
4039,Barra Cosme,2017,15,80,0.836766172,2.266004799,0.875
4040,Barra Cosme,2017,9,37,0.892509941,1.961044778,0.852852853
4041,Barra Cosme,2017,10,97,0.742947701,1.710700301,0.777706186
4042,Barra Cosme,2017,12,40,0.817680902,2.031860711,0.828205128
4043,Botafuego,2017,7,38,0.811857125,1.579801018,0.761024182
4044,Botafuego,2017,10,48,0.858167881,1.976004571,0.850177305
4045,Botafuego,2017,22,83,0.853090397,2.636938632,0.9103732
4046,Botafuego,2017,7,57,0.685387008,1.333701535,0.681704261
4047,Botafuego,2017,4,15,0.954306349,1.322949511,0.771428571
4048,Carrizal,2017,15,194,0.73506287,1.990587152,0.821270231
4049,Carrizal,2017,13,483,0.590590824,1.514835554,0.669767961
4050,Carrizal,2017,15,780,0.438329508,1.187018312,0.549037227
4051,Carrizal,2017,15,163,0.798907179,2.163480747,0.854578505
4052,Carrizal,2017,14,110,0.788915219,2.081992492,0.847706422
4053,Carrizal,2017,13,78,0.867826683,2.225931493,0.886446886
4054,Carrizal,2017,19,142,0.7499253,2.208109285,0.84317251
4055,Carrizal,2017,16,249,0.649819358,1.801681823,0.766582459
4056,Cayo,2017,16,324,0.409485106,1.135333788,0.473817987
4057,Cayo,2017,17,282,0.709760889,2.010904021,0.826657581
4058,Cayo,2017,13,142,0.699820228,1.795003445,0.767855359
4059,Cayo,2017,16,94,0.81337294,2.255148639,0.867536033
4060,Cayo,2017,15,260,0.568894814,1.540595715,0.655123255
4061,Cobre,2017,13,307,0.807581345,2.071405251,0.844499798
4062,Cobre,2017,14,72,0.904138021,2.386072071,0.905320814
4063,Cobre,2017,12,60,0.728599096,1.810500739,0.774576271
4064,Cobre,2017,11,85,0.80388804,1.927639332,0.811484594
4065,Cobre,2017,17,173,0.64862254,1.837686035,0.769323834
4066,Pardito Norte,2017,22,267,0.555118659,1.715895341,0.626453775
4067,Pardito Norte,2017,9,79,0.67045396,1.473137919,0.694579682
4068,Pardito Norte,2017,14,133,0.764757157,2.018237981,0.836978811
4069,Pardito Norte,2017,8,88,0.65562506,1.363333986,0.673981191
4070,Pardito Norte,2017,11,93,0.767964992,1.841499623,0.788686302
4071,Pardo Sur,2017,23,245,0.756030498,2.370529254,0.849648712
4072,Pardo Sur,2017,14,269,0.802305309,2.117329706,0.848554625
4073,Pardo Sur,2017,12,117,0.881369713,2.19012146,0.855290304
4074,Pardo Sur,2017,14,99,0.868383457,2.291713727,0.880643166
4075,Pardo Sur,2017,14,113,0.629692847,1.661795523,0.652496839
4076,Majahua,2017,10,78,0.663310481,1.527328825,0.674325674
4077,Majahua,2017,19,101,0.787320267,2.318216483,0.858217822
4078,Majahua,2017,8,57,0.898589941,1.868565253,0.847117794
4079,Majahua,2017,7,22,0.86321158,1.679732174,0.800865801
4080,Majahua,2017,13,36,0.877964613,2.251934771,0.89047619
4081,Amor,2017,14,161,0.544719738,1.437546617,0.591770186
4082,Amor,2017,13,230,0.805789985,2.066810504,0.840364534
4083,Amor,2017,6,37,0.928236371,1.663176307,0.815315315
4084,Amor,2017,10,85,0.861774182,1.984308384,0.848459384
4085,Amor,2017,9,52,0.895519395,1.967657224,0.857466063
4086,Las Peñitas,2017,11,183,0.645009258,1.546664651,0.674232871
4087,Las Peñitas,2017,12,163,0.673185527,1.672803193,0.726047111
4088,Las Peñitas,2017,7,146,0.562493865,1.09456252,0.507227208
4089,Las Peñitas,2017,8,145,0.642372579,1.335776227,0.645210728
4090,Las Peñitas,2017,9,453,0.693566842,1.523922112,0.719724941
4091,Mazunte,2017,6,369,0.883769171,1.58350178,0.786040415
4092,Mazunte,2017,6,525,0.646134809,1.157718163,0.631072337
4093,Mazunte,2017,4,93,0.631358571,0.875248827,0.485974755
4094,Mazunte,2017,4,122,0.893006639,1.237970069,0.685679447
4095,Mazunte,2017,7,301,0.714252031,1.389870276,0.688615725
4096,Agua Verde,2017,9,201,0.453759779,0.997012139,0.525472637
4097,Agua Verde,2017,20,259,0.716414797,2.146186928,0.835952231
4098,Agua Verde,2017,16,199,0.541047631,1.50010256,0.573219634
4099,Agua Verde,2017,16,322,0.478392192,1.326384796,0.623091658
4100,Agua Verde,2017,18,308,0.428023318,1.237146511,0.484707475
4101,Agua Verde,2017,11,63,0.848476896,2.034558737,0.845366103
4102,Agua Verde,2017,10,60,0.883133559,2.033490168,0.859887006
4103,Agua Verde,2017,9,77,0.660306266,1.450841157,0.634996582
4104,Agua Verde,2017,13,335,0.574384416,1.47326694,0.659594244
4105,Agua Verde,2017,7,17,0.903558091,1.75824286,0.852941176
4106,Los Lobos,2017,15,87,0.777270257,2.104886875,0.826784282
4107,Los Lobos,2017,17,222,0.655376021,1.856820089,0.746687864
4108,Los Lobos,2017,10,138,0.69195805,1.593292291,0.743256109
4109,Los Lobos,2017,10,227,0.508539443,1.170955341,0.529492028
4110,Los Lobos,2017,12,53,0.736136715,1.829231018,0.787373004
4111,La Brecha,2017,16,418,0.589447498,1.634295486,0.640976214
4112,La Brecha,2017,14,315,0.578999043,1.528011667,0.683631584
4113,La Brecha,2017,13,368,0.358465563,0.919446016,0.403536311
4114,Los Misioneros,2017,14,199,0.594150327,1.567996775,0.722450637
4115,Los Misioneros,2017,12,182,0.835136012,2.075235029,0.83218991
4116,Los Misioneros,2017,12,111,0.755597489,1.877589225,0.811629812
4117,Los Misioneros,2017,13,107,0.78687931,2.018305581,0.812378769
4118,Los Misioneros,2017,14,100,0.897163505,2.367665925,0.902828283
4119,Costa Azul,2017,15,250,0.618182803,1.674070065,0.72735743
4120,Costa Azul,2017,14,60,0.700780926,1.849401038,0.73220339
4121,Costa Azul,2017,11,53,0.803855278,1.927560771,0.827285922
4122,Costa Azul,2017,18,232,0.796483311,2.302132867,0.870092551
4123,Costa Azul,2017,14,77,0.807155659,2.130130057,0.843472317
4124,La Lobera,2017,12,69,0.774749513,1.925180218,0.818414322
4125,La Lobera,2017,19,204,0.761787041,2.243035457,0.8216459
4126,La Lobera,2017,11,68,0.750835775,1.800425556,0.764266901
4127,La Lobera,2017,19,306,0.897480874,2.642577669,0.922168649
4128,La Lobera,2017,16,165,0.709716655,1.967752394,0.771914265
4129,Siete mares,2017,16,225,0.592328216,1.642282532,0.69452381
4130,Siete mares,2017,22,361,0.644541403,1.992304841,0.775700215
4131,Siete mares,2017,18,70,0.802683354,2.320053297,0.862111801
4132,Siete mares,2017,18,122,0.744400961,2.151595513,0.800975478
4133,Siete mares,2017,18,163,0.726827647,2.100802104,0.832462319
4134,El Costeño,2017,15,376,0.862556664,2.335846747,0.891262411
4135,El Costeño,2017,15,105,0.767807533,2.079261344,0.813186813
4136,El Costeño,2017,13,288,0.397162668,1.018702131,0.440669764
4137,El Costeño,2017,12,77,0.870222148,2.162420801,0.869446343
4138,El Costeño,2017,19,98,0.835528999,2.460164152,0.894172102
4139,Tlacopanocha,2017,13,438,0.267461409,0.68602497,0.245687178
4140,Tlacopanocha,2017,10,52,0.792465629,1.824719544,0.797134238
4141,Tlacopanocha,2017,12,32,0.884942957,2.199000639,0.893145161
4142,Tlacopanocha,2017,11,53,0.509428494,1.221556177,0.485486212
4143,Tlacopanocha,2017,17,137,0.764447748,2.16584356,0.839952769
4144,Tlacopanocha,2017,15,167,0.669543288,1.813156836,0.776783782
4145,Tlacopanocha,2017,18,111,0.79072605,2.285492244,0.875839476
4146,Tlacopanocha,2017,16,386,0.471464352,1.307176745,0.568010228
4147,Tlacopanocha,2017,12,143,0.698837979,1.73654714,0.767556387
4148,Tlacopanocha,2017,17,256,0.632602554,1.792297998,0.771721814
4149,Los Nidos,2017,9,97,0.885048531,1.944650385,0.850515464
4150,Los Nidos,2017,12,69,0.889340679,2.209928567,0.888746803
4151,Los Nidos,2017,11,44,0.881384138,2.113466857,0.8794926
4152,Los Nidos,2017,22,209,0.844015937,2.608889093,0.903064041
4153,Los Nidos,2017,6,22,0.624312497,1.118617829,0.536796537
4154,Los Nidos,2017,1,10,0,0,0
4155,Mesa Pareja,2017,14,371,0.56554567,1.492507445,0.658002477
4156,Mesa Pareja,2017,12,93,0.823829168,2.047138577,0.859747546
4157,Mesa Pareja,2017,19,221,0.633880141,1.866421396,0.741341012
4158,Mesa Pareja,2017,14,225,0.741110623,1.955833422,0.81718254
4159,Mesa Pareja,2017,17,115,0.667892625,1.892282299,0.755606407
4160,Manzanillo,2017,19,139,0.88197241,2.596913941,0.915024502
4161,Manzanillo,2017,12,71,0.8382454,2.082961569,0.857545272
4162,Manzanillo,2017,9,62,0.684222997,1.503391585,0.658910629
4163,Manzanillo,2017,8,45,0.77060022,1.602418109,0.761616162
4164,Manzanillo,2017,9,64,0.7328215,1.61017341,0.722222222
4165,La Reyna,2017,10,123,0.475880025,1.095754251,0.455017993
4166,La Reyna,2017,20,907,0.56779193,1.700952609,0.709047365
4167,La Reyna,2017,24,303,0.451042782,1.433438241,0.546281118
4168,La Reyna,2017,14,136,0.853008941,2.251139497,0.867755991
4169,La Reyna,2017,14,104,0.723477552,1.909298736,0.782486931
4170,La Quebrada,2017,18,124,0.771427621,2.229712609,0.850118017
4171,La Quebrada,2017,16,137,0.687874818,1.907193962,0.784886217
4172,La Quebrada,2017,17,416,0.646080254,1.830483197,0.773968953
4173,La Quebrada,2017,10,93,0.764071533,1.759339723,0.791958859
4174,La Quebrada,2017,17,180,0.86127462,2.440174745,0.899441341
4175,Punta Aguja,2017,12,172,0.308482853,0.766551094,0.287297702
4176,Punta Aguja,2017,19,97,0.770927379,2.269948626,0.841924399
4177,Punta Aguja,2017,19,332,0.606410105,1.78553755,0.682633859
4178,Punta Aguja,2017,6,29,0.833243236,1.492971459,0.763546798
4179,Punta Aguja,2017,13,322,0.540245,1.385701066,0.580813065
4180,La Diana,2017,14,96,0.768618499,2.028428285,0.79254386
4181,La Diana,2017,12,100,0.837968927,2.082274559,0.863636364
4182,La Diana,2017,11,55,0.942749187,2.260613819,0.901010101
4183,La Diana,2017,13,35,0.939275267,2.409193492,0.927731092
4184,La Diana,2017,12,68,0.851501039,2.115900593,0.856453029
4185,La Diana,2017,20,242,0.51159433,1.532599646,0.555296458
4186,La Diana,2017,16,235,0.533288738,1.478590342,0.577341335
4187,La Diana,2017,25,319,0.735796666,2.3684381,0.870428422
4188,La Diana,2017,10,44,0.811368966,1.868246086,0.819238901
4189,La Diana,2017,15,222,0.690846258,1.870846348,0.790428437
4190,El Papagayo,2017,12,65,0.805541186,2.001694649,0.837980769
4191,El Papagayo,2017,19,126,0.766143354,2.255862355,0.848634921
4192,El Papagayo,2017,17,171,0.812937805,2.303226236,0.844926041
4193,El Papagayo,2017,14,92,0.721624819,1.904409269,0.770664118
4194,El Papagayo,2017,23,392,0.729499277,2.287340763,0.851571063
4195,El Papagayo,2017,15,244,0.666231273,1.804187733,0.766140457
4196,El Papagayo,2017,19,246,0.762949951,2.246459574,0.84987556
4197,El Papagayo,2017,12,189,0.387571768,0.963079664,0.36643026
4198,El Papagayo,2017,13,557,0.241877548,0.620403662,0.224332563
4199,El Papagayo,2017,12,56,0.901706522,2.240656532,0.89025974
4200,Punta Botella,2017,14,148,0.853525138,2.252501771,0.866979224
4201,Punta Botella,2017,19,334,0.681083818,2.005409742,0.797396199
4202,Punta Botella,2017,24,125,0.837646792,2.662086597,0.909548387
4203,Punta Botella,2017,17,121,0.793463161,2.248050416,0.831267218
4204,Punta Botella,2017,13,239,0.808003882,2.072489039,0.849477866
4205,Punta Botella,2017,7,13,0.890410444,1.73265872,0.846153846
4206,Punta Botella,2017,16,109,0.814617413,2.258599051,0.872748896
4207,Punta Botella,2017,9,40,0.859901465,1.889396632,0.83974359
4208,Punta Botella,2017,12,45,0.678929833,1.687077256,0.682828283
4209,Punta Botella,2017,10,75,0.933486771,2.149432724,0.886486486
4210,Rodadero,2017,17,133,0.722699274,2.047561227,0.804511278
4211,Rodadero,2017,17,538,0.721468701,2.044074752,0.825521104
4212,Rodadero,2017,20,436,0.586616685,1.757346534,0.735294738
4213,Rodadero,2017,16,127,0.798913219,2.215057781,0.851393576
4214,Rodadero,2017,15,181,0.527884089,1.429536615,0.626151013
4215,Rodadero,2017,23,88,0.891368563,2.794880974,0.928422153
4216,Rodadero,2017,16,303,0.569792414,1.57980002,0.680764103
4217,Rodadero,2017,12,67,0.751593106,1.867638708,0.790140208
4218,Rodadero,2017,26,392,0.710497271,2.314868698,0.844459523
4219,Rodadero,2017,11,88,0.63598137,1.525016721,0.687042842
4220,San Bernardo,2017,8,153,0.501890296,1.043651531,0.518059856
4221,San Bernardo,2017,14,164,0.783706863,2.068247341,0.840939698
4222,San Bernardo,2017,12,92,0.793148898,1.970900971,0.840659341
4223,San Bernardo,2017,10,77,0.765389752,1.762375032,0.771360219
4224,San Bernardo,2017,12,121,0.81838017,2.033598326,0.843526171
4225,Las Brisas,2017,15,202,0.615105479,1.665736516,0.697551845
4226,Las Brisas,2017,19,332,0.691867871,2.037162727,0.801041022
4227,Las Brisas,2017,10,233,0.472470019,1.087902422,0.549504218
4228,Las Brisas,2017,18,899,0.263800775,0.762482311,0.297036301
4229,Las Brisas,2017,18,227,0.686323478,1.983729997,0.769092823
4230,Los Hornos,2017,8,357,0.681831499,1.417828744,0.644005917
4231,Los Hornos,2017,23,634,0.827060194,2.593242456,0.906095355
4232,Los Hornos,2017,22,410,0.684509737,2.115848657,0.817842447
4233,Los Hornos,2017,21,274,0.672354971,2.046999796,0.806181653
4234,Los Hornos,2017,16,288,0.69444003,1.925396597,0.79164247
4235,San Diego,2017,16,331,0.509777972,1.413404655,0.648356679
4236,San Diego,2017,13,114,0.869253724,2.229591781,0.87827977
4237,San Diego,2017,14,113,0.712326557,1.87987062,0.760429836
4238,San Diego,2017,13,39,0.885494142,2.271247632,0.893387314
4239,San Diego,2017,14,121,0.652616322,1.722291888,0.700688705
4240,San Evaristo,2017,12,86,0.735716305,1.828186338,0.782216142
4241,San Evaristo,2017,17,313,0.793516056,2.24820028,0.877938888
4242,San Evaristo,2017,16,194,0.446598833,1.238234888,0.471288927
4243,San Evaristo,2017,18,237,0.638461528,1.845391169,0.765107631
4244,San Evaristo,2017,12,75,0.869939238,2.161717796,0.863783784
4245,San Francisquito,2017,9,52,0.749566148,1.646965164,0.733785822
4246,San Francisquito,2017,17,200,0.596264267,1.689343878,0.695075377
4247,San Francisquito,2017,8,43,0.649017091,1.3495931,0.630121816
4248,San Francisquito,2017,17,272,0.812644651,2.302395669,0.873480573
4249,San Francisquito,2017,14,242,0.597567018,1.577013619,0.639175611
4250,Playa Luces,2017,20,304,0.594562029,1.781148659,0.714369463
4251,Playa Luces,2017,18,387,0.534723537,1.545549811,0.671821237
4252,Playa Luces,2017,15,126,0.732579789,1.983862845,0.792126984
4253,Playa Luces,2017,14,224,0.610587051,1.611374234,0.726137092
4254,Playa Luces,2017,17,171,0.687394043,1.947533974,0.801444788
4255,Los Balcones,2017,11,94,0.761395769,1.825747314,0.798215511
4256,Los Balcones,2017,9,94,0.701841919,1.542104315,0.72912377
4257,Los Balcones,2017,10,103,0.813658214,1.873517273,0.792689891
4258,Los Balcones,2017,13,92,0.828433745,2.124890602,0.857381749
4259,Los Balcones,2017,12,45,0.839257863,2.085477445,0.863636364
4260,Los Balcones,2017,4,113,0.493121934,0.683612157,0.348451327
4261,Los Balcones,2017,16,223,0.752914863,2.087523258,0.832424353
4262,Los Balcones,2017,15,341,0.398026503,1.077875752,0.422649646
4263,Los Balcones,2017,17,186,0.650762035,1.84374768,0.758674804
4264,Los Balcones,2017,15,103,0.772037497,2.0907163,0.829811536
4265,Playa Jaramillo,2017,10,18,0.882920769,2.0330002,0.875816993
4266,Playa Jaramillo,2017,16,126,0.7484876,2.075248279,0.823619048
4267,Playa Jaramillo,2017,19,114,0.828954881,2.440807062,0.880763857
4268,Playa Jaramillo,2017,9,59,0.735737529,1.616580582,0.758036236
4269,Playa Jaramillo,2017,10,107,0.775831958,1.7864191,0.783636043
4270,Seco Norte,2018,11,162,0.347265243,0.832705684,0.361552028
4271,Seco Norte,2018,14,563,0.486277869,1.283315174,0.629956448
4272,Seco Norte,2018,8,208,0.343831445,0.71497739,0.281447417
4273,Seco Sur,2018,11,335,0.406754684,0.975355134,0.42693717
4274,Seco Sur,2018,13,544,0.339382738,0.870499536,0.42404669
4275,Seco Sur,2018,12,486,0.513851221,1.276872316,0.572271011
4276,Barra Cosme,2018,13,67,0.908690418,2.330744904,0.901402081
4277,Barra Cosme,2018,11,61,0.66539936,1.59555798,0.680874317
4278,Barra Cosme,2018,15,291,0.388601615,1.052352683,0.418841095
4279,Barra Cosme,2018,9,18,0.811511708,1.783073469,0.797385621
4280,Barra Cosme,2018,5,32,0.849070633,1.366526467,0.727822581
4281,Botafuego,2018,10,71,0.467645324,1.076793151,0.439034205
4282,Botafuego,2018,10,32,0.852440957,1.962817839,0.830645161
4283,Botafuego,2018,9,48,0.856730018,1.882428251,0.831560284
4284,Botafuego,2018,6,38,0.710214952,1.272534365,0.655761024
4285,Botafuego,2018,6,22,0.744393744,1.333774539,0.675324675
4286,Carrizal,2018,11,43,0.828313583,1.986209224,0.84496124
4287,Carrizal,2018,19,568,0.582415426,1.714886682,0.699313163
4288,Carrizal,2018,11,217,0.701939113,1.68317648,0.762502133
4289,Carrizal,2018,13,115,0.622316443,1.596210161,0.674141876
4290,Carrizal,2018,15,160,0.657119677,1.779513075,0.761084906
4291,Cayo,2018,11,90,0.824548886,1.977181875,0.816229713
4292,Cayo,2018,20,163,0.704733038,2.111191507,0.807922442
4293,Cayo,2018,14,49,0.693606901,1.830468375,0.710884354
4294,Cayo,2018,17,200,0.658621527,1.8660153,0.754120603
4295,Cayo,2018,18,128,0.602117614,1.740343747,0.670152559
4296,Cobre,2018,12,85,0.838030042,2.082426423,0.847619048
4297,Cobre,2018,14,148,0.663107716,1.749979279,0.757400257
4298,Cobre,2018,17,151,0.492257223,1.394669733,0.533068433
4299,Cobre,2018,16,85,0.891351302,2.471350568,0.904761905
4300,Cobre,2018,7,59,0.736516676,1.433195276,0.734658095
4301,Pardito Norte,2018,12,93,0.635155463,1.578302034,0.67484806
4302,Pardito Norte,2018,16,129,0.695754459,1.929040966,0.803294574
4303,Pardito Norte,2018,16,186,0.674851309,1.871085128,0.785120604
4304,Pardito Norte,2018,23,133,0.797660601,2.5010602,0.894281157
4305,Pardito Norte,2018,14,40,0.879766094,2.32175316,0.894871795
4306,Pardo Sur,2018,15,130,0.791888549,2.144473944,0.820989863
4307,Pardo Sur,2018,25,569,0.649353992,2.090189867,0.825936286
4308,Pardo Sur,2018,26,359,0.742380034,2.418745819,0.865719488
4309,Pardo Sur,2018,22,199,0.785322143,2.427464084,0.872493782
4310,Pardo Sur,2018,22,296,0.592777281,1.83229974,0.723705909
4311,Majahua,2018,8,156,0.618453826,1.286038576,0.668899917
4312,Majahua,2018,10,42,0.894163425,2.058887373,0.869918699
4313,Majahua,2018,10,62,0.74421528,1.71361901,0.776308831
4314,Majahua,2018,9,96,0.421908603,0.927027953,0.397587719
4315,Majahua,2018,9,204,0.522425253,1.147885606,0.573553559
4316,Amor,2018,13,94,0.817703641,2.097368429,0.833905285
4317,Amor,2018,15,118,0.796416171,2.156734973,0.820947414
4318,Amor,2018,14,39,0.831235014,2.193676856,0.865047233
4319,Amor,2018,16,92,0.788501205,2.186189547,0.862398471
4320,Amor,2018,9,223,0.848397036,1.864118819,0.833717125
4321,Agua Verde,2018,11,259,0.544184198,1.304896717,0.614707731
4322,Agua Verde,2018,17,381,0.687016312,1.946463784,0.814408067
4323,Agua Verde,2018,13,175,0.641521331,1.645469727,0.753037767
4324,Agua Verde,2018,18,239,0.644958749,1.864170553,0.764776203
4325,Agua Verde,2018,16,454,0.746549617,2.069875048,0.848071107
4326,Agua Verde,2018,10,83,0.793601307,1.82733454,0.800176315
4327,Agua Verde,2018,17,658,0.5429017,1.538156341,0.647458051
4328,Agua Verde,2018,14,215,0.592757921,1.564322137,0.695718322
4329,Agua Verde,2018,12,43,0.915428375,2.274754056,0.898117386
4330,Agua Verde,2018,8,116,0.477869545,0.993701782,0.43868066
4331,La Brecha,2018,6,46,0.479774594,0.859640672,0.409661836
4332,La Brecha,2018,10,317,0.544860282,1.254587163,0.668011021
4333,La Brecha,2018,9,243,0.417353276,0.917018875,0.537360133
4334,Los Misioneros,2018,12,39,0.848936826,2.109528764,0.866396761
4335,Los Misioneros,2018,22,456,0.699933523,2.163524235,0.844206671
4336,Los Misioneros,2018,15,132,0.861353765,2.332589236,0.891163544
4337,Los Misioneros,2018,10,87,0.666834608,1.535443427,0.64982625
4338,Los Misioneros,2018,21,118,0.710624071,2.163510928,0.799217731
4339,Costa Azul,2018,16,82,0.837079228,2.320876427,0.880758808
4340,Costa Azul,2018,17,90,0.703127286,1.99210961,0.766292135
4341,Costa Azul,2018,8,16,0.869486198,1.80804572,0.841666667
4342,Costa Azul,2018,13,293,0.683909193,1.754192445,0.779582963
4343,Costa Azul,2018,23,308,0.675721015,2.118719335,0.804517958
4344,La Lobera,2018,12,58,0.751518079,1.867452272,0.760435572
4345,La Lobera,2018,15,133,0.365359892,0.989412928,0.372863978
4346,Siete mares,2018,14,51,0.858371234,2.265290897,0.875294118
4347,Siete mares,2018,19,456,0.53488974,1.574950199,0.696298438
4348,Siete mares,2018,18,436,0.4275382,1.235744339,0.500917431
4349,Siete mares,2018,14,64,0.825520072,2.178594796,0.857142857
4350,Siete mares,2018,11,113,0.660225465,1.583151522,0.726611884
4351,El Costeño,2018,16,190,0.656302503,1.819656917,0.757337789
4352,El Costeño,2018,21,350,0.659603107,2.008176461,0.78264429
4353,El Costeño,2018,12,41,0.819543033,2.036487933,0.845121951
4354,El Costeño,2018,18,266,0.717441236,2.073671885,0.829706341
4355,El Costeño,2018,20,223,0.631940487,1.893124512,0.73962752
4356,Tlacopanocha,2018,16,165,0.678653094,1.881625916,0.767997044
4357,Tlacopanocha,2018,18,768,0.455850632,1.317577792,0.604764233
4358,Tlacopanocha,2018,17,323,0.558964896,1.583666801,0.694306098
4359,Tlacopanocha,2018,10,58,0.786102734,1.810068437,0.797943134
4360,Tlacopanocha,2018,13,254,0.462504038,1.186299434,0.574554169
4361,Tlacopanocha,2018,14,138,0.62755628,1.656157002,0.702739871
4362,Tlacopanocha,2018,15,172,0.677247842,1.834021154,0.774513804
4363,Tlacopanocha,2018,18,149,0.709290103,2.050112083,0.809813169
4364,Tlacopanocha,2018,26,376,0.595713569,1.940892316,0.719049645
4365,Tlacopanocha,2018,15,89,0.843580666,2.284458793,0.875638407
4366,Los Nidos,2018,12,38,0.900634757,2.237993297,0.897581792
4367,Los Nidos,2018,7,29,0.735601379,1.431414189,0.719211823
4368,Los Nidos,2018,10,41,0.899053031,2.070146106,0.875609756
4369,Los Nidos,2018,9,57,0.830707209,1.825250296,0.820802005
4370,Los Nidos,2018,23,162,0.840463093,2.635267166,0.895023388
4371,Mesa Pareja,2018,13,96,0.787897169,2.020916338,0.831140351
4372,Mesa Pareja,2018,13,139,0.637949325,1.636307712,0.747158795
4373,Mesa Pareja,2018,14,60,0.775057719,2.045421754,0.838983051
4374,Mesa Pareja,2018,24,227,0.831821798,2.643574452,0.903278625
4375,Mesa Pareja,2018,14,185,0.666948741,1.760115962,0.762455934
