Unidad,Sitio,Año,S,N,J,H,L
1393,San Bernardo,2005,9,99,0.796936825,1.751049179,0.773654917
1394,San Bernardo,2005,14,328,0.618738373,1.632886038,0.749608414
1395,San Bernardo,2005,10,50,0.791801706,1.823190805,0.788571429
1396,San Bernardo,2005,13,114,0.671600271,1.722620684,0.698338767
1397,Los Hornos,2005,17,137,0.567386919,1.607528191,0.634821812
1398,Los Hornos,2005,13,81,0.855315867,2.193841884,0.870987654
1399,Los Hornos,2005,18,176,0.718389614,2.076413053,0.810454545
1400,Los Hornos,2005,13,65,0.777625579,1.994570228,0.823076923
1401,Los Hornos,2005,16,102,0.740055681,2.051870035,0.800815376
1402,San Diego,2005,15,74,0.884859094,2.396242846,0.89966679
1403,San Diego,2005,21,196,0.691208946,2.104401146,0.808006279
1404,San Diego,2005,16,129,0.705001375,1.954678862,0.751695736
1405,San Diego,2005,16,58,0.811968685,2.25125522,0.867513612
1406,San Evaristo,2005,21,130,0.74679164,2.273623903,0.841144902
1407,San Evaristo,2005,13,127,0.835734802,2.143617444,0.85464317
1408,San Evaristo,2005,19,161,0.768415263,2.262551852,0.857375776
1409,San Evaristo,2005,9,269,0.175678914,0.386006027,0.135854186
1410,San Evaristo,2005,17,80,0.768447495,2.177175696,0.855063291
1411,San Francisquito,2005,15,120,0.794727952,2.152163191,0.835714286
1412,San Francisquito,2005,9,71,0.748471593,1.644560179,0.747686117
1413,San Francisquito,2005,10,27,0.857355939,1.974135005,0.84045584
1414,San Francisquito,2005,20,210,0.690088215,2.067319536,0.811209843
1415,San Francisquito,2005,14,156,0.717050007,1.892336075,0.792390405
1416,Playa Luces,2005,23,310,0.784111165,2.458576021,0.883912726
1417,Playa Luces,2005,11,133,0.494738169,1.186330316,0.517999544
1418,Playa Luces,2005,20,305,0.625112229,1.872668878,0.758067299
1419,Playa Luces,2005,10,296,0.677390826,1.559750018,0.714017407
1420,Playa Luces,2005,16,250,0.588326751,1.631188115,0.659084337
1421,Los Balcones,2005,18,202,0.666469676,1.92634513,0.750701936
1422,Los Balcones,2005,13,72,0.694264843,1.780754163,0.759389671
1423,Los Balcones,2005,11,62,0.828281957,1.986133388,0.835007932
1424,Los Balcones,2005,20,232,0.487110363,1.459252234,0.565009703
1425,Los Balcones,2005,16,157,0.672897899,1.865669125,0.780173118
1426,Los Balcones,2005,8,19,0.91835254,1.909660422,0.877192982
1427,Los Balcones,2005,8,17,0.862295947,1.793094013,0.838235294
1428,Los Balcones,2005,14,71,0.782431827,2.064882448,0.832997988
1429,Los Balcones,2005,18,146,0.705763417,2.039918649,0.809352858
1430,Playa Jaramillo,2005,15,109,0.736350722,1.994074722,0.767753993
1431,Playa Jaramillo,2005,9,32,0.741787192,1.629873049,0.727822581
1432,Playa Jaramillo,2005,11,69,0.85180639,2.042542517,0.856351236
1433,Playa Jaramillo,2005,16,115,0.809480291,2.244355926,0.866056445
1434,Playa Jaramillo,2005,12,99,0.760701498,1.890272211,0.811379097
1435,Seco Norte,2006,6,213,0.786623788,1.409440621,0.723580477
1436,Seco Norte,2006,7,179,0.71447875,1.390311451,0.715962589
1437,Seco Norte,2006,13,136,0.659276185,1.691010026,0.699455338
1438,Seco Sur,2006,7,109,0.610973202,1.188898955,0.599558274
1439,Seco Sur,2006,10,630,0.543242655,1.250862439,0.610129457
1440,Seco Sur,2006,7,66,0.774208383,1.50653995,0.760839161
1441,Barra Cosme,2006,10,145,0.491776787,1.132357898,0.496743295
1442,Barra Cosme,2006,6,44,0.636090892,1.139721878,0.566596195
1443,Barra Cosme,2006,11,68,0.711416807,1.705902999,0.765144864
1444,Barra Cosme,2006,8,86,0.824870803,1.715270615,0.789056088
1445,Barra Cosme,2006,8,119,0.666807889,1.386588024,0.66970517
1446,Botafuego,2006,4,13,0.880247515,1.220282166,0.730769231
1447,Botafuego,2006,3,13,0.92146324,1.012330839,0.666666667
1448,Botafuego,2006,8,45,0.749174475,1.557864524,0.741414141
1449,Botafuego,2006,7,103,0.599191711,1.165973231,0.562726061
1450,Botafuego,2006,5,19,0.815600913,1.312659031,0.695906433
1451,Carrizal,2006,13,71,0.780470207,2.001866555,0.820523139
1452,Carrizal,2006,12,34,0.743376458,1.847221103,0.76114082
1453,Carrizal,2006,11,57,0.666237027,1.597566617,0.719924812
1454,Carrizal,2006,10,142,0.723687054,1.666351023,0.737988213
1455,Carrizal,2006,18,117,0.792370496,2.290245302,0.857795461
1456,Cayo,2006,16,313,0.629127892,1.744312899,0.744879987
1457,Cayo,2006,15,158,0.636416707,1.723448391,0.744739176
1458,Cayo,2006,12,83,0.723102367,1.79684188,0.78313253
1459,Cayo,2006,14,167,0.661414487,1.74551075,0.773753697
1460,Cayo,2006,12,93,0.667665292,1.659085925,0.744506779
1461,Cobre,2006,19,166,0.751665805,2.213234094,0.856955093
1462,Cobre,2006,18,125,0.787199728,2.275299861,0.868258065
1463,Cobre,2006,9,161,0.513874624,1.129097954,0.552096273
1464,Cobre,2006,11,73,0.862030342,2.067058481,0.853500761
1465,Cobre,2006,9,130,0.826869893,1.816818852,0.804770423
1466,Pardito Norte,2006,19,129,0.548148118,1.613988686,0.603803295
1467,Pardito Norte,2006,18,155,0.69651335,2.013182515,0.812735651
1468,Pardito Norte,2006,21,216,0.751477449,2.287889956,0.863867356
1469,Pardito Norte,2006,27,315,0.717409477,2.364464603,0.852977454
1470,Pardo Sur,2006,18,252,0.616670808,1.782407886,0.739012205
1471,Pardo Sur,2006,18,124,0.891126618,2.575687208,0.914503016
1472,Pardo Sur,2006,13,178,0.719527695,1.8455521,0.774392179
1473,Pardo Sur,2006,14,138,0.679584056,1.793461284,0.750872739
1474,Pardo Sur,2006,5,75,0.850920067,1.369503016,0.712072072
1475,Majahua,2006,10,115,0.543955095,1.252502894,0.6
1476,Majahua,2006,10,77,0.706642266,1.627103947,0.714969241
1477,Majahua,2006,13,121,0.73835329,1.893838798,0.812534435
1478,Majahua,2006,11,70,0.754615408,1.809488719,0.792960663
1479,Majahua,2006,15,110,0.74868148,2.027467034,0.824687239
1480,Amor,2006,16,98,0.861395271,2.388294815,0.889122659
1481,Amor,2006,10,67,0.691062716,1.591230708,0.728629579
1482,Amor,2006,11,88,0.715016177,1.714533912,0.745036573
1483,Amor,2006,13,76,0.77300331,1.982714342,0.810526316
1484,Amor,2006,5,28,0.900362839,1.449078088,0.761904762
1485,Las Peñitas,2006,9,113,0.745887123,1.638881519,0.741940582
1486,Las Peñitas,2006,6,19,0.897527675,1.60815371,0.81871345
1487,Las Peñitas,2006,9,153,0.811332155,1.782678951,0.801685587
1488,Las Peñitas,2006,8,152,0.722490851,1.502377488,0.721070059
1489,Las Peñitas,2006,7,82,0.775085336,1.508246422,0.744956338
1490,Mazunte,2006,3,14,0.690814021,0.758936773,0.472527473
1491,Mazunte,2006,5,75,0.60500841,0.973723472,0.510990991
1492,Agua Verde,2006,15,168,0.740365501,2.004946944,0.817792985
1493,Agua Verde,2006,13,187,0.661081756,1.695641226,0.756713242
1494,Agua Verde,2006,13,375,0.572350798,1.468050812,0.714481283
1495,Agua Verde,2006,11,702,0.51945286,1.245593557,0.618282389
1496,Agua Verde,2006,15,455,0.545383944,1.476927099,0.668712785
1497,Agua Verde,2006,17,255,0.691622988,1.95951548,0.791971592
1498,Agua Verde,2006,11,165,0.668550881,1.603114996,0.690096083
1499,Agua Verde,2006,11,129,0.631671091,1.514681124,0.652737403
1500,Agua Verde,2006,10,245,0.714956787,1.646248839,0.70117096
1501,Los Misioneros,2006,20,157,0.620047216,1.857495456,0.674016005
1502,Los Misioneros,2006,8,67,0.811052373,1.686535997,0.787878788
1503,Los Misioneros,2006,11,137,0.458999598,1.100632966,0.439351653
1504,Los Misioneros,2006,13,63,0.87371575,2.241036652,0.882232463
1505,Los Misioneros,2006,9,238,0.683330737,1.501431091,0.722937276
1506,Costa Azul,2006,16,95,0.683433269,1.894879375,0.710862262
1507,Costa Azul,2006,15,160,0.524843722,1.421303148,0.586084906
1508,Costa Azul,2006,14,275,0.729613331,1.92549141,0.797133378
1509,Costa Azul,2006,13,166,0.727175597,1.865168582,0.775757576
1510,Costa Azul,2006,10,146,0.697560247,1.606191826,0.735852622
1511,La Lobera,2006,19,278,0.686151087,2.020330005,0.786276394
1512,La Lobera,2006,21,149,0.869136506,2.646105594,0.921639761
1513,La Lobera,2006,10,75,0.667860984,1.537806747,0.68
1514,La Lobera,2006,9,150,0.634199394,1.393478496,0.678299776
1515,La Lobera,2006,14,171,0.607937674,1.604382374,0.692604059
1516,Siete mares,2006,19,126,0.762992897,2.246586027,0.846730159
1517,Siete mares,2006,13,110,0.469070043,1.203140906,0.46588824
1518,Siete mares,2006,12,130,0.501201085,1.245437908,0.568872987
1519,Siete mares,2006,12,109,0.520102077,1.292405108,0.553686714
1520,El Costeño,2006,14,210,0.6943788,1.832505462,0.803599909
1521,El Costeño,2006,15,133,0.661343717,1.790951986,0.7578036
1522,El Costeño,2006,10,79,0.717636566,1.652419259,0.747160013
1523,El Costeño,2006,15,433,0.674411443,1.826340043,0.748214438
1524,El Costeño,2006,13,116,0.694954301,1.782522589,0.745277361
1525,Tlacopanocha,2006,19,985,0.511486655,1.506041246,0.703970121
1526,Tlacopanocha,2006,10,100,0.676357053,1.557369669,0.697575758
1527,Tlacopanocha,2006,10,59,0.854593749,1.967774826,0.841028638
1528,Tlacopanocha,2006,11,458,0.47043391,1.128051249,0.527849178
1529,Tlacopanocha,2006,15,316,0.609608137,1.650849437,0.701948965
1530,Tlacopanocha,2006,15,301,0.645917439,1.749176851,0.759557032
1531,Tlacopanocha,2006,12,152,0.484955174,1.205068336,0.535291042
1532,Tlacopanocha,2006,17,123,0.836462989,2.369878102,0.878981741
1533,Tlacopanocha,2006,13,184,0.753024373,1.931469382,0.831492041
1534,Tlacopanocha,2006,17,258,0.6529723,1.850009834,0.795252315
1535,Los Nidos,2006,22,99,0.839589942,2.595208153,0.909090909
1536,Los Nidos,2006,14,142,0.496354088,1.309906893,0.536709619
1537,Los Nidos,2006,13,116,0.65791677,1.687523198,0.689055472
1538,Los Nidos,2006,6,110,0.828594542,1.484642117,0.751959967
1539,Los Nidos,2006,10,103,0.693624852,1.597130244,0.735770036
1540,Mesa Pareja,2006,16,293,0.682368009,1.891925846,0.798330918
1541,Mesa Pareja,2006,15,86,0.7908015,2.141530161,0.830642955
1542,Mesa Pareja,2006,16,140,0.818188713,2.268500797,0.871017472
1543,Mesa Pareja,2006,16,231,0.710304878,1.969383293,0.824355355
1544,Mesa Pareja,2006,13,126,0.70158623,1.799533151,0.767746032
1545,Manzanillo,2006,13,211,0.664905687,1.705449415,0.696817874
1546,Manzanillo,2006,12,33,0.897556669,2.230344535,0.897727273
1547,Manzanillo,2006,10,126,0.653280285,1.504233446,0.697650794
1548,Manzanillo,2006,12,158,0.479650572,1.191886896,0.478916391
1549,Manzanillo,2006,6,120,0.734081364,1.315297235,0.690336134
1550,La Diana,2006,13,283,0.596659757,1.53040206,0.672956921
1551,La Diana,2006,12,81,0.823895105,2.047302426,0.842592593
1552,La Diana,2006,13,90,0.752538073,1.930222046,0.798751561
1553,La Diana,2006,9,110,0.616342041,1.35424188,0.639366138
1554,La Diana,2006,5,66,0.826646936,1.330436919,0.706293706
1555,El Papagayo,2006,24,724,0.663214497,2.107731372,0.82069034
1556,El Papagayo,2006,14,75,0.644875743,1.701864056,0.688288288
1557,El Papagayo,2006,14,359,0.287664514,0.759163144,0.296385055
1558,El Papagayo,2006,17,279,0.72878765,2.064810895,0.80918491
1559,El Papagayo,2006,13,69,0.732401531,1.878572836,0.773231032
1560,Punta Botella,2006,9,65,0.73115264,1.606506551,0.754807692
1561,Punta Botella,2006,4,8,0.905639062,1.255482325,0.785714286
1562,Punta Botella,2006,5,46,0.696309937,1.120667612,0.620289855
1563,Punta Botella,2006,9,27,0.849774493,1.867145401,0.837606838
1564,Punta Botella,2006,4,25,0.782570357,1.084872873,0.603333333
1565,Punta Botella,2006,19,58,0.879088863,2.588423513,0.917120387
1566,Punta Botella,2006,16,149,0.735763437,2.039969407,0.833393796
1567,Punta Botella,2006,12,67,0.671507787,1.668634165,0.689733152
1568,Punta Botella,2006,9,124,0.779008021,1.711655569,0.782979281
1569,Punta Botella,2006,11,38,0.813177358,1.949914143,0.825035562
1570,Tlacoyunque,2006,6,32,0.870660366,1.560013955,0.774193548
1571,Tlacoyunque,2006,6,37,0.626837072,1.12314126,0.573573574
1572,Tlacoyunque,2006,6,101,0.38829649,0.695733913,0.316237624
1573,Tlacoyunque,2006,7,59,0.639034499,1.243503716,0.60666277
1574,Tlacoyunque,2006,10,109,0.751464148,1.730310144,0.784573564
1575,Rodadero,2006,13,323,0.533326702,1.367955981,0.659654251
1576,Rodadero,2006,13,59,0.765495847,1.963458082,0.805961426
1577,Rodadero,2006,10,27,0.905550663,2.085107458,0.886039886
1578,Rodadero,2006,9,74,0.808260788,1.775930468,0.768974454
1579,Rodadero,2006,14,170,0.550065305,1.451653875,0.617681866
1580,Rodadero,2006,10,75,0.646624317,1.488907513,0.645045045
1581,Rodadero,2006,8,43,0.717328658,1.491643011,0.669988926
1582,Rodadero,2006,16,136,0.567169644,1.572528157,0.651198257
1583,Rodadero,2006,15,270,0.435894276,1.180423582,0.445463307
1584,Rodadero,2006,11,56,0.90812238,2.177582362,0.883766234
1585,San Bernardo,2006,17,336,0.615988972,1.745228175,0.706076759
1586,San Bernardo,2006,12,106,0.839810442,2.086850552,0.858939802
1587,San Bernardo,2006,12,138,0.550672994,1.368370985,0.613244473
1588,San Bernardo,2006,10,328,0.837025097,1.927321511,0.832606101
1589,San Bernardo,2006,12,185,0.607337213,1.509176278,0.664571093
1590,Los Hornos,2006,18,247,0.598701105,1.730468765,0.731081926
1591,Los Hornos,2006,10,66,0.711292176,1.637810761,0.72960373
1592,Los Hornos,2006,15,95,0.643306582,1.742106519,0.696080627
1593,Los Hornos,2006,16,143,0.748344909,2.074852655,0.814143603
1594,Los Hornos,2006,14,82,0.691072866,1.823780913,0.729599518
1595,San Diego,2006,18,997,0.404445124,1.168996763,0.559950937
1596,San Diego,2006,7,95,0.62743033,1.220923046,0.637178052
1597,San Diego,2006,12,24,0.959207209,2.383540373,0.938405797
1598,San Diego,2006,8,107,0.82845839,1.722730792,0.809557397
1599,San Diego,2006,17,144,0.641123821,1.816440565,0.713966589
1600,San Evaristo,2006,20,284,0.620095707,1.857640723,0.750236401
1601,San Evaristo,2006,14,197,0.701267297,1.850684599,0.718377706
1602,San Evaristo,2006,11,162,0.589516214,1.413598143,0.638217928
1603,San Evaristo,2006,20,287,0.641222786,1.920931796,0.766160669
1604,San Evaristo,2006,9,212,0.771318057,1.694758992,0.787668783
1605,San Francisquito,2006,20,414,0.506759549,1.518115935,0.579639962
1606,San Francisquito,2006,15,93,0.832505461,2.25446658,0.876811594
1607,San Francisquito,2006,10,137,0.605997092,1.39535987,0.625375698
1608,San Francisquito,2006,10,436,0.551951814,1.270916018,0.634778024
1609,San Francisquito,2006,8,87,0.614700946,1.278234682,0.619353114
1610,Playa Luces,2006,15,457,0.624433972,1.690998543,0.766526546
1611,Playa Luces,2006,14,105,0.845254023,2.230673825,0.870695971
1612,Playa Luces,2006,13,224,0.646393829,1.657967435,0.729300128
1613,Playa Luces,2006,16,64,0.781978369,2.168104407,0.844246032
1614,Playa Luces,2006,11,207,0.850347791,2.039044949,0.850429154
1615,Los Balcones,2006,17,311,0.708097813,2.006192174,0.795581371
1616,Los Balcones,2006,14,324,0.515454698,1.360314499,0.589477506
1617,Los Balcones,2006,8,89,0.874792993,1.819080891,0.829928498
1618,Los Balcones,2006,14,72,0.760778857,2.007739019,0.830594679
1619,Los Balcones,2006,15,172,0.666266369,1.804282775,0.772609819
1620,Los Balcones,2006,13,268,0.606124144,1.554677735,0.692436693
1621,Los Balcones,2006,10,46,0.82154732,1.891682613,0.828985507
1622,Los Balcones,2006,9,41,0.625532726,1.37443588,0.61097561
1623,Los Balcones,2006,11,254,0.641276258,1.537713307,0.696274626
1624,Los Balcones,2006,5,52,0.924350284,1.487684391,0.778280543
1625,Playa Jaramillo,2006,15,135,0.721284375,1.953274298,0.793034826
1626,Playa Jaramillo,2006,19,57,0.874171303,2.57394406,0.919799499
1627,Playa Jaramillo,2006,19,78,0.867911139,2.55551139,0.91042291
1628,Playa Jaramillo,2006,13,83,0.887325608,2.275945248,0.884513664
1629,Playa Jaramillo,2006,13,47,0.858054335,2.200865916,0.870490287
1630,Seco Norte,2007,9,228,0.734825737,1.614577169,0.742793106
1631,Seco Norte,2007,14,330,0.418595819,1.104698363,0.558017869
1632,Seco Norte,2007,10,140,0.497062161,1.144527922,0.478828366
1633,Seco Sur,2007,14,217,0.5903113,1.557865363,0.664575866
1634,Seco Sur,2007,16,670,0.563872738,1.563387193,0.71657408
1635,Seco Sur,2007,10,185,0.736542085,1.695950826,0.787250294
1636,Barra Cosme,2007,9,31,0.815671721,1.792213953,0.8
1637,Barra Cosme,2007,13,178,0.458036768,1.174841115,0.458642798
1638,Barra Cosme,2007,6,26,0.70293455,1.259489636,0.636923077
1639,Barra Cosme,2007,10,51,0.849568749,1.956204338,0.83372549
1640,Barra Cosme,2007,18,189,0.582838251,1.684619221,0.642800856
1641,Botafuego,2007,6,64,0.922515988,1.652926757,0.801587302
1642,Botafuego,2007,13,142,0.694419093,1.781149806,0.766756568
1643,Botafuego,2007,4,21,0.978033486,1.355842307,0.771428571
1644,Botafuego,2007,11,80,0.451578097,1.082836985,0.433544304
1645,Botafuego,2007,12,100,0.806777054,2.004765666,0.825858586
1646,Carrizal,2007,10,175,0.741718769,1.70787058,0.765320197
1647,Carrizal,2007,12,41,0.896234033,2.227057908,0.887804878
1648,Carrizal,2007,14,41,0.905953846,2.390864138,0.907317073
1649,Carrizal,2007,16,154,0.754773948,2.092677737,0.819455055
1650,Carrizal,2007,11,105,0.825951987,1.980546365,0.837179487
1651,Cayo,2007,17,296,0.525893156,1.489967507,0.603985341
1652,Cayo,2007,15,280,0.627465256,1.699207414,0.681233999
1653,Cayo,2007,20,129,0.694557858,2.080709391,0.800024225
1654,Cayo,2007,17,136,0.775644499,2.197566346,0.841938998
1655,Cayo,2007,18,75,0.841503527,2.432258028,0.891531532
1656,Cobre,2007,6,30,0.915137542,1.639706357,0.804597701
1657,Cobre,2007,9,65,0.675201244,1.483568768,0.673557692
1658,Cobre,2007,15,83,0.801076385,2.169355066,0.856009403
1659,Cobre,2007,16,52,0.910717052,2.525043828,0.917797888
1660,Cobre,2007,14,229,0.713753559,1.883636561,0.753964606
1661,Pardito Norte,2007,15,79,0.722612206,1.95687013,0.784160987
1662,Pardito Norte,2007,14,92,0.632782529,1.669949371,0.703774486
1663,Pardito Norte,2007,16,53,0.861847937,2.389549871,0.894049347
1664,Pardito Norte,2007,13,70,0.753731793,1.933283877,0.782194617
1665,Pardito Norte,2007,9,44,0.747069567,1.641479613,0.764270613
1666,Pardo Sur,2007,18,103,0.727967554,2.104096859,0.809251856
1667,Pardo Sur,2007,14,312,0.668693012,1.764719194,0.788461538
1668,Pardo Sur,2007,9,72,0.736347579,1.617920999,0.741001565
1669,Pardo Sur,2007,12,103,0.822240986,2.043192093,0.835712926
1670,Pardo Sur,2007,19,188,0.722176978,2.126406043,0.823131187
1671,Majahua,2007,15,386,0.545666722,1.477692876,0.675688043
1672,Majahua,2007,18,287,0.726684417,2.100388115,0.835676519
1673,Majahua,2007,13,97,0.811825878,2.082292264,0.837414089
1674,Majahua,2007,11,173,0.731392783,1.753803297,0.787538648
1675,Majahua,2007,11,44,0.833538339,1.998737642,0.844608879
1676,Amor,2007,15,175,0.662525568,1.794152498,0.726305419
1677,Amor,2007,14,143,0.764471631,2.01748446,0.837387964
1678,Amor,2007,14,58,0.762922975,2.01339747,0.834845735
1679,Amor,2007,16,59,0.747560926,2.072678993,0.81648159
1680,Amor,2007,19,171,0.725757819,2.136949613,0.812727898
1681,Las Peñitas,2007,9,144,0.86087252,1.891530259,0.828282828
1682,Las Peñitas,2007,5,48,0.857311861,1.379790211,0.733156028
1683,Las Peñitas,2007,7,170,0.843148068,1.640690384,0.773268361
1684,Las Peñitas,2007,9,142,0.700535094,1.539232926,0.729097992
1685,Las Peñitas,2007,10,264,0.676000107,1.55654777,0.721626916
1686,Mazunte,2007,7,147,0.728865647,1.41830706,0.718013233
1687,Mazunte,2007,6,205,0.724781362,1.298633868,0.69904352
1688,Mazunte,2007,4,74,0.854851019,1.185075148,0.671232877
1689,Mazunte,2007,6,148,0.520289081,0.932232888,0.544585402
1690,Mazunte,2007,5,222,0.730466409,1.175640333,0.637397579
1691,Agua Verde,2007,13,163,0.61840062,1.586166273,0.671817011
1692,Agua Verde,2007,11,183,0.707998813,1.697707007,0.767068997
1693,Agua Verde,2007,10,79,0.798912721,1.839564523,0.815644271
1694,Agua Verde,2007,10,210,0.448242463,1.032116414,0.535019367
1695,Agua Verde,2007,12,131,0.710223203,1.764838359,0.770052848
1696,Agua Verde,2007,7,63,0.786155721,1.529788396,0.724014337
1697,Agua Verde,2007,13,227,0.59782556,1.533392287,0.640949671
1698,Agua Verde,2007,10,83,0.418575689,0.963806143,0.384366735
1699,Agua Verde,2007,7,156,0.552311039,1.074747656,0.536641853
1700,Agua Verde,2007,10,114,0.812180263,1.870114167,0.814469803
1701,Los Misioneros,2007,11,111,0.734020913,1.760105277,0.776576577
1702,Los Misioneros,2007,17,179,0.689458233,1.953382265,0.783252778
1703,Los Misioneros,2007,13,82,0.680932592,1.746557614,0.723276122
1704,Los Misioneros,2007,7,37,0.645969306,1.256998228,0.594594595
1705,Los Misioneros,2007,11,116,0.72155586,1.730215387,0.766416792
1706,Costa Azul,2007,14,120,0.643493101,1.698215184,0.731652661
1707,Costa Azul,2007,7,17,0.758567423,1.476104046,0.713235294
1708,Costa Azul,2007,15,149,0.705598984,1.91079747,0.810901506
1709,Costa Azul,2007,18,343,0.708304706,2.047263918,0.785467069
1710,Costa Azul,2007,16,157,0.647957427,1.796519456,0.743589744
1711,La Lobera,2007,16,230,0.582619829,1.615365167,0.697550788
1712,La Lobera,2007,17,542,0.565724515,1.602818246,0.7358793
1713,La Lobera,2007,6,184,0.394631348,0.707084455,0.323829888
1714,La Lobera,2007,14,74,0.62706379,1.654857292,0.699740837
1715,La Lobera,2007,13,481,0.521699323,1.338132343,0.644464657
1716,Siete mares,2007,10,34,0.808804096,1.862340254,0.787878788
1717,Siete mares,2007,17,68,0.845628669,2.395846428,0.896400351
1718,Siete mares,2007,11,227,0.242675724,0.58191097,0.221277923
1719,Siete mares,2007,13,27,0.852377996,2.186306394,0.857549858
1720,Siete mares,2007,17,211,0.415309162,1.176659459,0.422026631
1721,El Costeño,2007,11,83,0.823126686,1.97377159,0.837496327
1722,El Costeño,2007,11,87,0.660405838,1.583584038,0.685110933
1723,El Costeño,2007,15,340,0.558484704,1.512404615,0.626010758
1724,El Costeño,2007,18,155,0.675045361,1.951132046,0.783577713
1725,El Costeño,2007,22,239,0.628875247,1.943880085,0.744664393
1726,Tlacopanocha,2007,20,848,0.353893687,1.060170739,0.39453621
1727,Tlacopanocha,2007,11,288,0.274675966,0.658644201,0.244483159
1728,Tlacopanocha,2007,15,166,0.624422065,1.690966297,0.67981015
1729,Tlacopanocha,2007,10,83,0.611363213,1.40771582,0.610931531
1730,Tlacopanocha,2007,15,240,0.914487539,2.476478164,0.90334728
1731,Tlacopanocha,2007,12,401,0.716152534,1.779572195,0.765448878
1732,Tlacopanocha,2007,10,66,0.752886382,1.733584959,0.785547786
1733,Tlacopanocha,2007,13,140,0.461791339,1.184471397,0.477800617
1734,Tlacopanocha,2007,18,224,0.64568468,1.866268765,0.749359385
1735,Tlacopanocha,2007,15,249,0.71470745,1.935463655,0.782873429
1736,Los Nidos,2007,6,35,0.751234199,1.34603099,0.650420168
1737,Los Nidos,2007,12,134,0.53672461,1.333710553,0.586578386
1738,Los Nidos,2007,13,63,0.701473443,1.799243856,0.771633385
1739,Los Nidos,2007,13,53,0.811222018,2.080743394,0.845428157
1740,Los Nidos,2007,7,37,0.889910583,1.731686035,0.821321321
1741,Mesa Pareja,2007,16,82,0.809552849,2.244557098,0.856970792
1742,Mesa Pareja,2007,20,298,0.56837846,1.702709695,0.699274625
1743,Mesa Pareja,2007,17,268,0.70987813,2.01123619,0.803901839
1744,Mesa Pareja,2007,14,140,0.773187528,2.040486213,0.837101747
1745,Mesa Pareja,2007,19,148,0.732096689,2.155614029,0.814396029
1746,Manzanillo,2007,7,48,0.777508393,1.512961473,0.728723404
1747,Manzanillo,2007,13,107,0.778942635,1.997948411,0.83636043
1748,Manzanillo,2007,8,70,0.715167859,1.487149756,0.719254658
1749,Manzanillo,2007,15,59,0.877063245,2.375131297,0.891876096
1750,Manzanillo,2007,11,150,0.481366105,1.154265507,0.493154362
1751,La Diana,2007,14,114,0.733808454,1.936562578,0.795062878
1752,La Diana,2007,16,275,0.761254129,2.110644612,0.818951559
1753,La Diana,2007,17,111,0.736441032,2.086494558,0.812448812
1754,La Diana,2007,18,140,0.59319607,1.714557167,0.690441932
1755,La Diana,2007,14,90,0.726576206,1.917476262,0.770536829
1756,El Papagayo,2007,13,43,0.85748833,2.199414142,0.882613511
1757,El Papagayo,2007,11,106,0.847908016,2.033194622,0.851931716
1758,El Papagayo,2007,11,123,0.748313195,1.794376673,0.783153405
1759,El Papagayo,2007,11,78,0.568269976,1.36265189,0.572427572
1760,El Papagayo,2007,15,79,0.771151544,2.088317093,0.838039598
1761,Punta Botella,2007,15,166,0.704848208,1.908764332,0.787148594
1762,Punta Botella,2007,6,25,0.845079358,1.514178943,0.77
1763,Punta Botella,2007,9,72,0.78881235,1.733197883,0.785211268
1764,Punta Botella,2007,8,34,0.822696927,1.710750167,0.796791444
1765,Punta Botella,2007,11,86,0.720736021,1.728249498,0.726402189
1766,Punta Botella,2007,8,55,0.838249034,1.743089863,0.793939394
1767,Punta Botella,2007,15,202,0.384144032,1.040281322,0.431850648
1768,Punta Botella,2007,8,27,0.890655946,1.852066973,0.854700855
1769,Punta Botella,2007,11,73,0.689740677,1.653925908,0.680365297
1770,Punta Botella,2007,9,56,0.798321409,1.754091421,0.796103896
1771,Tlacoyunque,2007,14,220,0.494489486,1.304986101,0.559858863
1772,Tlacoyunque,2007,11,275,0.44972076,1.078383286,0.455607167
1773,Tlacoyunque,2007,8,235,0.291123911,0.605375155,0.267975996
1774,Tlacoyunque,2007,13,97,0.769573607,1.973917328,0.812285223
1775,Tlacoyunque,2007,8,44,0.606283258,1.260730593,0.605708245
1776,Rodadero,2007,18,37,0.917694352,2.652477838,0.936936937
1777,Rodadero,2007,18,37,0.95513868,2.760705867,0.954954955
1778,Rodadero,2007,19,229,0.679582386,2.000988865,0.803914809
1779,Rodadero,2007,7,643,0.180852608,0.351922926,0.128365382
1780,Rodadero,2007,15,255,0.921665282,2.495915852,0.905172148
1781,Rodadero,2007,18,146,0.395108345,1.142010001,0.426452527
1782,Rodadero,2007,17,285,0.398763149,1.129781076,0.477192982
1783,Rodadero,2007,16,192,0.591375242,1.639640328,0.684554974
1784,Rodadero,2007,15,147,0.713349202,1.931785451,0.78939521
1785,Rodadero,2007,19,150,0.72984191,2.148974969,0.820581655
1786,San Bernardo,2007,18,104,0.884807713,2.557423224,0.912434653
1787,San Bernardo,2007,12,368,0.600802976,1.492939311,0.672595072
1788,San Bernardo,2007,14,242,0.524533126,1.38427299,0.603683001
1789,San Bernardo,2007,10,160,0.338206642,0.778749571,0.322955975
1790,San Bernardo,2007,18,631,0.379240116,1.096144921,0.453037507
1791,Los Hornos,2007,11,67,0.817741025,1.960857337,0.831750339
1792,Los Hornos,2007,15,424,0.612671125,1.659144162,0.719334047
