Medición 	Año	Mes 	Perimetro.cm	Diametro.cm	Biomasa.kg	Carbono.kg.C	Area.m2
758	2016	Septiembre	16	5.093	6.848	3.150000377	0.204
759	2016	Septiembre	17	5.411	7.954	3.659059009	0.23
760	2016	Septiembre	23	7.321	16.788	7.72253013	0.421
761	2016	Septiembre	15	4.775	5.838	2.685663704	0.179
762	2016	Septiembre	16	5.093	6.848	3.150000377	0.204
763	2016	Septiembre	11	3.501	2.713	1.247991001	0.096
764	2016	Septiembre	14	4.456	4.923	2.264709515	0.156
765	2016	Septiembre	17	5.411	7.954	3.659059009	0.23
766	2016	Septiembre	12	3.82	3.364	1.5473444	0.115
767	2016	Septiembre	55	17.507	144.747	66.58345615	2.407
768	2016	Septiembre	63	20.053	202.462	93.13236388	3.158
769	2016	Septiembre	64.5	20.531	214.583	98.70796161	3.311
770	2016	Septiembre	73	23.237	291.369	134.02966	4.241
771	2016	Septiembre	42	13.369	74.34	34.19630053	1.404
772	2016	Septiembre	113	35.969	857.688	394.5362955	10.161
773	2016	Septiembre	90	28.648	488.771	224.8347157	6.446
774	2016	Septiembre	124	39.47	1078.99	496.3352415	12.236
775	2016	Septiembre	41.5	13.21	72.172	33.19915084	1.371
776	2016	Septiembre	76	24.191	321.857	148.0541261	4.596
777	2016	Septiembre	43	13.687	78.79	36.24354606	1.471
778	2016	Septiembre	76	24.191	321.857	148.0541261	4.596
779	2016	Septiembre	89	28.33	475.461	218.7121123	6.303
780	2016	Septiembre	36	11.459	50.792	23.36434487	1.031
781	2016	Septiembre	60	19.099	179.467	82.55471232	2.865
782	2016	Septiembre	39	12.414	61.9	28.47415027	1.21
783	2016	Octubre	35.4	11.268	48.726	22.41388757	0.997
784	2016	Octubre	27	8.594	24.95	11.4770425	0.58
785	2016	Octubre	37.2	11.841	55.079	25.33621484	1.101
786	2016	Octubre	23.5	7.48	17.704	8.144019714	0.439
787	2016	Octubre	28.4	9.04	28.27	13.00408342	0.642
788	2016	Octubre	29.2	9.295	30.278	13.92807686	0.679
789	2016	Octubre	24	7.639	18.65	8.578909905	0.458
790	2016	Octubre	38	12.096	58.052	26.70394322	1.149
791	2016	Octubre	39.5	12.573	63.88	29.38471967	1.242
792	2016	Octubre	26.4	8.403	23.602	10.85708985	0.555
793	2016	Octubre	29.6	9.422	31.314	14.40429299	0.697
794	2016	Octubre	29.3	9.326	30.535	14.04623786	0.683
795	2016	Octubre	25.5	8.117	21.664	9.965312323	0.517
796	2016	Octubre	29	9.231	29.769	13.69353517	0.669
797	2016	Octubre	31	9.868	35.102	16.14674081	0.765
798	2016	Octubre	37	11.777	54.35	25.00095445	1.089
799	2016	Octubre	53	16.87	132.086	60.7597254	2.235
800	2016	Octubre	38.2	12.159	58.81	27.05258052	1.161
801	2016	Octubre	45	14.324	88.158	40.55255763	1.611
802	2016	Octubre	28.5	9.072	28.516	13.11752129	0.646
803	2016	Octubre	40.7	12.955	68.783	31.64010484	1.318
804	2016	Octubre	26	8.276	22.729	10.45512601	0.538
805	2016	Octubre	54	17.189	138.33	63.63193194	2.32
806	2016	Octubre	56.5	17.984	154.698	71.16096735	2.54
807	2016	Octubre	30	9.549	32.37	14.89007033	0.716
808	2016	Octubre	35	11.141	47.377	21.79326332	0.975
809	2016	Octubre	31.2	9.931	35.664	16.4053738	0.775
810	2016	Octubre	45.8	14.579	92.081	42.35734446	1.669
811	2016	Octubre	32.4	10.313	39.15	18.008886	0.835
812	2016	Octubre	22.5	7.162	15.901	7.314306092	0.403
813	2016	Octubre	36	11.459	50.792	23.36434487	1.031
814	2016	Octubre	37.7	12	56.926	26.18602662	1.131
815	2016	Octubre	76.5	24.351	327.114	150.472638	4.657
816	2016	Octubre	32.5	10.345	39.449	18.14654348	0.841
817	2016	Octubre	39.5	12.573	63.88	29.38471967	1.242
818	2016	Octubre	44	14.006	83.396	38.36203986	1.541
819	2016	Octubre	43.5	13.846	81.074	37.29383822	1.506
820	2016	Octubre	43	13.687	78.79	36.24354606	1.471
821	2016	Octubre	43.5	13.846	81.074	37.29383822	1.506
822	2016	Octubre	28	8.913	27.296	12.55618264	0.624
823	2016	Octubre	54.5	17.348	141.517	65.09773615	2.364
824	2016	Octubre	67.5	21.486	240.094	110.4433958	3.626
825	2016	Octubre	40	12.732	65.897	30.31240307	1.273
826	2016	Octubre	45	14.324	88.158	40.55255763	1.611
827	2016	Octubre	36	11.459	50.792	23.36434487	1.031
828	2016	Octubre	45	14.324	88.158	40.55255763	1.611
829	2016	Octubre	34	10.823	44.102	20.28684601	0.92
830	2016	Octubre	32.5	10.345	39.449	18.14654348	0.841
831	2016	Octubre	76	24.191	321.857	148.0541261	4.596
832	2016	Octubre	61	19.417	186.949	85.99637621	2.961
833	2016	Octubre	20	6.366	11.885	5.467329495	0.318
834	2016	Octubre	19	6.048	10.471	4.816485715	0.287
835	2016	Octubre	20	6.366	11.885	5.467329495	0.318
836	2016	Octubre	20.5	6.525	12.633	5.811308342	0.334
837	2016	Octubre	57.5	18.303	161.552	74.3137835	2.631
838	2016	Octubre	31	9.868	35.102	16.14674081	0.765
839	2016	Octubre	32.5	10.345	39.449	18.14654348	0.841
840	2016	Octubre	39	12.414	61.9	28.47415027	1.21
841	2016	Octubre	61	19.417	186.949	85.99637621	2.961
842	2016	Octubre	40	12.732	65.897	30.31240307	1.273
843	2016	Octubre	52	16.552	126.013	57.96614125	2.152
844	2016	Octubre	37	11.777	54.35	25.00095445	1.089
845	2016	Octubre	40	12.732	65.897	30.31240307	1.273
846	2016	Octubre	38	12.096	58.052	26.70394322	1.149
847	2016	Octubre	68	21.645	244.513	112.4759453	3.68
848	2016	Octubre	69	21.963	253.494	116.6074322	3.789
849	2016	Octubre	26	8.276	22.729	10.45512601	0.538
850	2016	Octubre	34	10.823	44.102	20.28684601	0.92
851	2016	Octubre	30	9.549	32.37	14.89007033	0.716
852	2016	Octubre	33	10.504	40.966	18.84421602	0.867
853	2016	Octubre	25	7.958	20.629	9.489424833	0.497
854	2016	Octubre	22	7.003	15.042	6.919210975	0.385
855	2016	Octubre	39	12.414	61.9	28.47415027	1.21
856	2016	Octubre	11.5	3.661	3.028	1.392882533	0.105
857	2016	Octubre	29	9.231	29.769	13.69353517	0.669
858	2016	Octubre	34	10.823	44.102	20.28684601	0.92
859	2016	Octubre	17	5.411	7.954	3.659059009	0.23
860	2016	Octubre	49	15.597	108.804	50.0500646	1.911
861	2016	Octubre	67.5	21.486	240.094	110.4433958	3.626
862	2016	Octubre	33	10.504	40.966	18.84421602	0.867
863	2016	Octubre	67	21.327	235.724	108.4328733	3.572
864	2016	Octubre	22.5	7.162	15.901	7.314306092	0.403
865	2016	Octubre	42.5	13.528	76.546	35.21106612	1.437
866	2016	Octubre	60.3	19.194	181.692	83.57842965	2.894
867	2016	Octubre	35	11.141	47.377	21.79326332	0.975
868	2016	Octubre	75.5	24.032	316.65	145.6589068	4.536
869	2016	Octubre	47.5	15.12	100.759	46.34896473	1.795
870	2016	Octubre	20.5	6.525	12.633	5.811308342	0.334
